Tournament1,Tournament2,SharedPlayers
GBC OPEN 2023,GBC 2024 SOUTH CAROLINA CLOSED TOURNAMENT,20
XIII Portuguese Junior International 2021,XIV Portugal Junior International 2022,50
XIII Portuguese Junior International 2021,Spanish U17 Open 2020,31
10th MULTI ALARM Hungarian International Junior Championships 2020,FZ FORZA Slovak Junior 2019,66
10th MULTI ALARM Hungarian International Junior Championships 2020,2019 European U17 Championships,65
10th MULTI ALARM Hungarian International Junior Championships 2020,FZ FORZA U17 Medvode International 2018,57
10th MULTI ALARM Hungarian International Junior Championships 2020,Zagreb U17 Open 2018,44
2013 New Caledonia International,CASA DEL SOLE Noumea International 2017,12
Mongolia International Series 2017,Насанд хүрэгчдийн УАШТ 2017,11
Spanish U17 Open 2024,III U17 Portugal Open 2023,33
Spanish U17 Open 2024,Spanish International U17 2023,33
YONEX German U17 Open 2024,VICTOR JOT U17 2024,48
Bénin International 2022,Bénin Junior International 2022,24
University of Kentucky 2023 Spring Open,Centerville Open Badminton Tournament 2024,5
YONEX German Junior 2024,YONEX Dutch Junior International 2024,190
YONEX German Junior 2024,BNI Badminton Asia Junior Championships 2024 (Individual),97
YONEX German Junior 2024,YONEX German Junior 2023,93
YONEX German Junior 2024,Croatia VALAMAR Junior Open 2024,54
YONEX German Junior 2024,BIOFARM Polish U17 Open 2022,44
OLIVER Czech U17 International 2023,Adria U17 International 2023,76
OLIVER Czech U17 International 2023,14th MULTI ALARM Hungarian Junior Championships 2024 presented by VICTOR,55
OLIVER Czech U17 International 2023,Austrian U17 International 2023,53
CARLTON International Youth Tournament (U17) 2022,VICTOR JOT Tournament (U17) 2023,53
6th LI-NING Zagreb U17 Open 2022,YONEX Medvode Cup U17 2022,32
GCC Junior Open 2017,Dubai Junior International Series 2018,8
III Национален Турнир -Ветерани,bulgarian senior championship,38
Condensate Apacs Kazakhstan International Series 2018,"Apacs Kazakhstan Junior 2016 (U19, U17, U15, U13)",27
U19 OUE Singapore Youth International 2014,Badminton Asia Youth U19 Championships 2014,1
VICTOR Polish Junior 2019,YONEX German Junior 2019,52
Swedish Junior 2019,FZ FORZA Finnish Junior 2018,35
2023 IBC Summer Mixed Double Challenge,2022 Summer Mixed Double Challenge,8
LI-NING Cyprus Junior 2019,Cyprus Junior 2018,22
6th Portuguese Junior 2014,VII Portuguese Junior 2015,42
6th Portuguese Junior 2014,X Spanish Junior 2015,38
Hellas Junior 2016,Hellas Junior 2017,31
Bahrain Open Badminton Tournament 2012,1st Bahrain Open Junior Badminton Tournament 2012,16
Bahrain Open Badminton Tournament 2012,Bahrain Junior International Series 2013,2
"2022 Elite Singles Games Challenges Feb.28, 2022","2022 Elite Singles Games Challenges Feb.14, 2022",9
"2022 Elite Singles Games Challenges Feb.28, 2022","2022 Canada Elite Badminton Singles Winter Challenges Feb.7, 2022",9
5th LI-NING Zagreb U17 Open 2021,Austrian U17 International 2021,20
YONEX France U17 Open 2021(New dates),YONEX German Ruhr U17 International 2021,55
YONEX German Ruhr U19 International 2022,YONEX Belgian Junior 2022,66
YONEX German Ruhr U19 International 2022,YONEX Slovenia Junior International 2022,34
BABOLAT French U17 International 2021,FZ FORZA Alpes International U19 2023,47
Medvode YONEX Cup (U17) 2021,YONEX Medvode Cup U17 2022,26
RSL Lithuanian Junior 2023,YONEX Latvia U17 2022,37
RSL Lithuanian Junior 2023,YONEX Estonian Junior 2023,30
EYOF Banská Bystrica 2022,2020 European U15 Championships,43
Lethbridge Invitational 2024 Senior,2024 Lethbridge HS City Playdowns,40
LOSSA Senior Badminton Finals 2018,LOSSA WEST Badminton 2018,4
Singapore Youth International Series 2019,YONEX-ROZA BTY Junior International Challenge 2019,39
ISRAEL JUNIOR INTERNATIONAL 2013,ISRAEL YOUTH INTERNATIONAL 2014,16
AMOT Israel Junior 2019,Israel Junior 2018,23
Li Ning Israel Junior 2017,Israel Junior 2018,30
Li Ning Israel Junior 2017,Hatzor U17 International 2016,15
Israel Junior 2018,2018 European Junior Championships,47
YONEX Slovak Junior 2017,FZ FORZA Czech Junior 2017,41
YONEX Lithuanian Junior 2017,2018 European Junior Championships,33
Cyprus Junior 2017,Cyprus Junior 2018,24
Hellas Junior International 2019,Turkey Junior International 2018,53
FZ FORZA Ukraine Junior 2019,FZ FORZA Ukraine Junior International 2018,37
FZ FORZA Ukraine Junior 2019,FZ FORZA Ukraine Junior 2021,25
Cyprus Junior 2018,2018 European Junior Championships,58
Cyprus Junior 2018,Cyprus U17 International 2018,11
Cyprus Junior 2015,Hellas Junior 2017,10
Bulgarian Junior International 2017,2018 European Junior Championships,75
Bulgarian Junior International 2017,Kassabian Brothers U17 International 2016,31
XI Portuguese International Junior Championships 2019,XII Portuguese International Junior 2020,17
2018 European Junior Championships,"Bulgarian Junior International Championships,2018",94
2018 European Junior Championships,8th Multi Alarm Hungarian Junior International 2018,76
2018 European Junior Championships,Valamar Junior Open 2018,70
2018 European Junior Championships,VICTOR Polish Junior 2018,69
2018 European Junior Championships,FZ FORZA Czech Junior 2017,57
2018 European Junior Championships,Yonex Lithuanian Junior 2018,47
2018 European Junior Championships,TEM Slovenia Junior International 2017,46
2018 European Junior Championships,Valamar Junior Open 2017,42
2018 European Junior Championships,Danish Junior Cup 2018,41
2018 European Junior Championships,Romanian Junior 2017,37
2018 European Junior Championships,Yonex Estonian Junior 2018,32
2018 European Junior Championships,YONEX Lithuanian U17 2017,31
2018 European Junior Championships,Russian Junior White Nights 2018,29
"Bulgarian Junior International Championships,2018",HEBAR Bulgarian U17 International 2018,11
Li-Ning Israel Youth International 2016,Li Ning Israel Youth 2017,24
Bulgarian Junior 2015,21. Slovenia Junior 2015,33
Artengo Polish Junior 2016,Czech Junior 2016,53
Artengo Polish Junior 2016,Yonex Slovak Junior 2015,50
Artengo Polish Junior 2016,Valamar Junior Open 2016,47
Artengo Polish Junior 2016,Romanian Junior 2015,13
21. Slovenia Junior 2015,TEM Slovenia Junior 2016,42
Czech Junior 2016,YONEX Slovak Junior 2016,57
Czech Junior 2016,Polish Junior 2017,40
Turkey Junior 2017,Turkey Junior International 2018,131
Turkey Junior 2017,I.B.B Turkey Junior 2016,108
Adria Youth International 2013,Adria Youth International 2014,37
YONEX Finnish International Junior Championships 2013,Yonex Lithuanian Junior 2013,24
YONEX Dutch Junior 2017,YONEX German Junior 2017,127
YONEX Dutch Junior 2017,Danish Junior Cup 2017,35
Adria U17 International 2019,2019 European U17 Championships,45
FZ FORZA Slovak Junior 2019,Czech Junior 2019,58
FZ FORZA Slovak Junior 2019,9th MULTI ALARM Hungarian International Junior Championships 2019,51
Bulgarian U17 International 2019,2019 European U17 Championships,50
Bulgarian U17 International 2019,Kassabian Brothers Bulgarian U17 International 2018,22
Bulgarian U17 International 2019,LI-NING Cyprus U17 International 2019,12
U17 Danish Junior Cup 2019,Danish Junior Cup 2021,56
2019 European U17 Championships,2020 European Junior Championships,81
2019 European U17 Championships,2022 European Junior Championships,77
2019 European U17 Championships,VICTOR Polish U17 International 2019,74
2019 European U17 Championships,VICTOR JOT U17 2019,72
2019 European U17 Championships,FZ FORZA Czech U17 International 2019,71
2019 European U17 Championships,Serbian U17 International - NOVI SAD 2019,69
2019 European U17 Championships,Swedish U17 International 2019,67
2019 European U17 Championships,Austrian U17 International 2018,63
2019 European U17 Championships,Austrian U17 Open 2019,56
2019 European U17 Championships,PZU VICTOR Polish Junior 2020,55
2019 European U17 Championships,YONEX Estonian U17 International 2018,50
2019 European U17 Championships,YONEX Latvia U17 International 2019,50
2019 European U17 Championships,Bulgarian Junior International 2021,38
2019 European U17 Championships,APACS Bulgarian Junior Open Championship 2021,35
2019 European U17 Championships,RSL Lithuanian Junior 2021,16
2019 European U17 Championships,Li Ning Israel Youth 2017,14
TEM Slovenia Junior International 2020,2020 European Junior Championships,44
Serbian U17 International - NOVI SAD 2019,HEBAR U17 Bulgarian Open 2019,46
2020 European Junior Championships,RSL Lithuanian Junior 2020,15
Yonex Korea Junior Open Badminton Championships 2014,"Korea Junior Open Badminton Championships 2013 (U17,U15,U13)",38
1st Bahrain Open Junior Badminton Tournament 2012,2nd Bahrain Open Junior Badminton Tournament 2012,20
GCKA,2015 Greater Carolina Kerala Association Badminton Tournament,8
HAPOEL OPEN 2012 - neve monoson,ISRAEL NATIONAL 2012,16
HAPOEL OPEN 2012 - neve monoson,Ashdod Open 2012,11
ISRAEL NATIONAL 2012,Azor 2012,27
ISRAEL NATIONAL 2012,ISRAEL SENIOR NATIONAL 2012,7
Azor 2012,Modiin 2013,4
Modiin 2013,"Israel National Youth 2012 u11, u13",3
Centerville Open Badminton Tournament 2024,Centerville Badminton Club Open Tournament 2023,6
Botswana International 2023,Zambia International 2023,36
Uganda Junior International 2022,Uganda Junior International 2023,27
Mauritius Junior International 2017,African Youth Games 2018,17
South Africa Junior International 2022,South Africa Junior International 2021,8
African Youth Games 2018,Algeria Junior International 2017,18
ENEA Polish U19 Open 2023 presented by VICTOR,YONEX Polish International U19 2023,50
OLIVER Czech U17 International 2020 (New Dates),Czech Junior 2021,38
Turkey Junior 2022 (New dates),Turkey Junior Open 2021,115
Turkey Junior 2022 (New dates),Turkey U17 Open 2021,105
Turkey Junior 2022 (New dates),FZ FORZA Bulgarian Junior U19 International 2024,57
Turkey Junior 2022 (New dates),Bulgarian Junior U19 International 2023,40
Algeria International 2023,Algeria Junior International 2019,13
IBERDROLA Spanish Junior International 2023,IBERDROLA Spanish Junior Open 2023,42
Danish Junior Cup U17 2021,VICTOR Denmark Junior (U17) 2021,54
YONEX German Junior 2023,YONEX Dutch Junior International 2023,195
LI-NING Bulgaria Junior Open Championship 2022,2022 European Junior Championships,43
2022 European Junior Championships,Croatia VALAMAR Junior Open 2022,91
2022 European Junior Championships,12th MULTI ALARM Hungarian Junior International Championships 2022 presented by VICTOR,65
2022 European Junior Championships,FZ FORZA Stockholm Junior 2022,59
2022 European Junior Championships,Swedish U17 International 2020,57
2022 European Junior Championships,Danish Junior Cup 2022,49
2022 European Junior Championships,Bulgaria Junior International 2022,32
2022 European Junior Championships,FZ FORZA Finnish Junior 2021,29
2022 European Junior Championships,AMOT Israel Junior 2022,26
2022 European Junior Championships,Croatia VALAMAR Junior Open 2021 (New Dates),16
12th MULTI ALARM Hungarian Junior International Championships 2022 presented by VICTOR,11th MULTI ALARM Hungarian International Junior Championships 2021 (New dates),46
FZ FORZA U19 Irish Open 2023,XV Portugal Junior International 2023,39
FZ FORZA U19 Irish Open 2023,FZ FORZA U19 Irish Open 2022,31
CAMPEONATO NACIONAL DE BÁDMINTON TERCERA 2015,Campeonato Nacional Infantil-Juvenil 2015,17
Spanish Junior International 2021,IBERDROLA Spanish Junior Open 2021 (New dates),64
DECATHLON PERFLY Italian Junior 2020 (Suspended),YONEX Dutch Junior International 2020,51
Polish U17 Open 2021,Polish U19 Open 2022,34
YONEX Dutch Junior International 2023,YONEX Belgian Junior 2022,50
Vasara2012,Winter in Liepaja,1
Granular - Pay Paid Junior Open 2016,Pembangunan Jaya Raya Yonex Sunrise Junior Grand Prix 2016 (Under 19),45
Pembangunan Jaya Raya Yonex Sunrise Junior Grand Prix 2016 (Under 19),PEMBANGUNAN JAYA RAYA International Junior Grand Prix 2017 (U19),72
YONEX Lithuanian U17 International 2018,YONEX Estonian U17 International 2018,43
Polish U17 Open 2019,VICTOR Polish U17 International 2019,68
Bulgarian Junior International Championships 2019,YONEX German Junior 2019,61
"Circuito Internacional Abierto, Fecha 2, 1ra Serie Adulto, U17, U19",3er Circuito Junior Federado Araucania 2016 Fecha 4,15
Botswana International 2021,South Africa International 2021,22
2024 Lethbridge Grade 9 City Championships,Lethbridge Invitational 2024 Junior,4
YONEX Italian Junior 2016,Valamar Junior Open 2016,30
Valamar Junior Open 2016,TEM Slovenia Junior 2016,52
Centerville Badminton Club Open Tournament 2023,Centerville Badminton Club Internal Tournament 2023,3
Lethbridge Invitational 2023 Senior,2023 Lethbridge HS City Playdowns,19
Lethbridge Invitational 2023 Senior,ESBC SPRING 2024 BADMINTON TOURNAMENT,1
Насанд хүрэгчдийн УАШТ 2017,Amateur national championship,2
BABOLAT German U17 Open 2022,BABOLAT German U17 Open 2023,43
ANDALUSIAN Benalmádena Spanish U17 Open 2022,YONEX Dutch Junior International 2024,42
II U17 Portugal Open 2022,Spanish U17 Open 2023,49
II U17 Portugal Open 2022,III U17 Portugal Open 2023,33
FZ FORZA Czech U17 International 2018,Polish U17 International 2018,68
Polish U17 Open 2018,Polish U17 International 2018,73
Czech Junior 2018,Czech Junior 2019,45
9th MULTI ALARM Hungarian International Junior Championships 2019,Slovak Junior 2018,43
Czech Junior 2019,TEM Slovenia Junior International 2019,48
YONEX German Junior 2020,YONEX Dutch Junior International 2020,187
TEM Slovenia Junior International 2019,Adria Youth International 2015,22
TEM Slovenia Junior International 2019,Adria Youth International 2016,9
Adria Youth International 2015,Adria Youth International 2014,28
PEMBANGUNAN JAYA RAYA Junior International Challenge 2022,YONEX SUNRISE Pembangunan Jaya Raya Junior International Grand Prix 2023,319
PEMBANGUNAN JAYA RAYA Junior International Challenge 2022,"DAIHATSU ASTEC Regional Junior U13,U15,U17 2019 (Jakarta)",215
Badminton Asia Junior U17 & U15 Championships 2018,Badminton Asia U17 & U15 Junior Championships 2017,85
Badminton Asia Junior U17 & U15 Championships 2018,YONEX - SUNRISE Bangladesh Junior International Series 2019,19
YONEX-SUNRISE Bangladesh Junior International Series 2022,YONEX SUNRISE India Junior International Grand Prix 2023,11
Croatia VALAMAR Junior Open 2022,Czech Junior 2021,55
CELCOM AXIATA Malaysia Junior International Challenge 2019,YONEX-ROZA BTY Junior International Challenge 2019,79
YONEX Dutch Junior International 2020,Swedish Junior 2020,72
Pembangunan Jaya Raya Junior Grand Prix 2019,YONEX-ROZA BTY Junior International Challenge 2019,156
Dubai Junior International Series 2019,Dubai Junior International Series 2018,38
Kingston HS Challenge 2018,Ptbo_Junior_2019,5
OLIVER Czech U17 International 2022,Adria U17 International 2022,52
OLIVER Czech U17 International 2022,YONEX Polish U17 International 2022,51
OLIVER Czech U17 International 2022,Austrian U17 International 2022,51
OLIVER Czech U17 International 2022,Austrian U17 International 2021,40
OLIVER Czech U17 International 2022,OLIVER Czech U17 International 2021 (New dates),36
OLIVER Czech U17 International 2022,Slovak Youth U17 2022,36
RSL Lithuanian U17 International 2022,YONEX Latvia U17 2022,35
28. TEM Mirna U17 International 2022,Adria U17 International 2022,44
Valamar Junior Open 2018,Valamar Junior Open 2019,39
Valamar Junior Open 2018,Adria U17 International 2016,3
TEM Slovenia Junior International 2018,Valamar Junior Open 2019,31
Adria U17 International 2018,FZ FORZA U17 Medvode International 2018,35
Slovak Youth U17 2018,Polish U17 International 2018,71
Slovak Youth U17 2018,Serbian U17 International - NOVI SAD 2018,53
Slovak Youth U17 2018,Slovak Youth International U15 2017,45
VICTOR JOT U17 2018,Austrian U17 International 2018,38
Polish U17 International 2018,VICTOR Polish U17 International 2019,71
Austrian U17 International 2018,Austrian U17 Open 2018,59
Serbian U17 International - NOVI SAD 2018,Cupa Trotus U11 si U17,7
German Ruhr U19 International 2019,BABOLAT German U17 International 2018,51
YONEX Estonian U17 International 2018,Russian U17 White Nights 2018,28
FZ FORZA Slovak Youth U17 2019,Czech Junior 2021,41
Czech Junior 2021,FZ FORZA Slovak Youth U17 2020,34
TEM Slovenia Junior International 2021,11th MULTI ALARM Hungarian International Junior Championships 2021 (New dates),34
TEM Slovenia Junior International 2021,FZ FORZA U17 Medvode Cup 2019,33
4th Zagreb U17 Open 2019,FZ FORZA U17 Medvode Cup 2019,39
APACS Bulgarian Junior Open Championship 2021,Bulgarian Junior Open Championships 2020,15
APACS Bulgarian Junior Open Championship 2021,Russian U17 International White Nights 2021,3
VICTOR Polish U17 International 2019,Austrian U17 International 2019,40
PeterboroughJunior2020,Ptbo_Junior_2019,11
YONEX Dutch Junior International 2024,YONEX German Ruhr U19 International 2023,49
FZ FORZA Stockholm Junior 2021(New dates),Swedish U17 International 2019,27
Danish Junior Cup 2021,VICTOR Denmark Junior 2021,41
Swedish Youth Games (U17) 2021,VICTOR Denmark Junior (U17) 2021,34
VICTOR Denmark Junior (U17) 2021,VICTOR Denmark Junior 2023,38
Faroe Games Junior International 2022,FZ FORZA Stockholm Junior 2022,10
LOSSA WEST Badminton 2018,UOIT Ridgeback Junior High School Invitational 2018,9
November Wild Card Ranking,Summer Last Smash Woodridge,18
I U17 Portugal Open 2021,XV Portugal Junior International 2023,22
Өсвөрийн УАШТ 2016,Junior 2017,53
Өсвөрийн УАШТ 2016,Mongolia Junior International Series 2017,18
FZ FORZA Finnish Junior 2017,FZ FORZA Finnish Junior 2018,28
"Apacs Kazakhstan Junior 2016 (U19, U17, U15, U13)",APACS Kazakhstan Junior U19 2017,78
"Apacs Kazakhstan Junior 2016 (U19, U17, U15, U13)",Badminton Asia Regional Under 15 & 13 ( Central Asia) 2018,28
"DAIHATSU ASTEC Regional Junior U13,U15,U17 2019 (Jakarta)","DAIHATSU ASTEC Regional Junior U13,U15,U17 2019 (Yogyakarta)",239
"DAIHATSU ASTEC Regional Junior U13,U15,U17 2019 (Jakarta)","DAIHATSU ASTEC Regional Junior U13,U15,U17 2019 (Surabaya)",235
"DAIHATSU ASTEC Regional Junior U13,U15,U17 2019 (Jakarta)","DAIHATSU ASTEC U13,U15,U17 2019",95
YONEX-ROZA BTY Junior International Challenge 2019,India Junior International 2019,58
Turkey Junior International 2018,Turkey U17 Open 2018,168
Turkey Junior International 2018,Turkey Junior Open 2019,150
Slovak Youth International U15 2017,M SR U17 Trenčín,16
Slovak Youth International U15 2017,Majstrovstvá Slovenska U11,1
FZ FORZA Finnish Junior 2019,Swedish Junior 2020,41
Adria Masters International 2015,Adria Masters International 2016,13
Adria Masters International 2015,Adria Masters International 2017,11
Bay Area U15 Elite Sparring League 030523,Bay Area U15 Elite Sparring League 031223,2
PRESIDENT CUP Nepal Junior International Series 2020,India Junior International 2019,13
